epoch,loss
1,0.5430133884050408
2,0.4292756951585108
3,0.3529159238143843
4,0.3060291889978915
5,0.2753140144810385
6,0.25700284206137364
7,0.24528881329662947
8,0.23638450491185092
9,0.22905627288380448
10,0.22732662789675653
11,0.22116659976998154
12,0.21728440450162304
13,0.21256672180428796
14,0.21203476433851282
15,0.21160305458672193
16,0.2051177338069799
17,0.20471480944935155
18,0.20466802223604552
19,0.20186212810934806
20,0.20430464920948962
21,0.2008170743986052
22,0.19856767478037854
23,0.19834053638030072
24,0.1968716057587643
25,0.19372582101092048
26,0.19654699004426293
27,0.19503545852339998
28,0.1940278988711688
29,0.19022017078740255
30,0.19513747400167036
31,0.18914080487222087
32,0.1883693790557433
33,0.18803126319330565
34,0.1885039988829165
35,0.19113962413096913
36,0.18616493684904917
37,0.18629921972751617
38,0.1860017289920729
39,0.1843001082235453
40,0.18328009120055608
41,0.18383664926704096
42,0.18181978683082425
43,0.18253802918657966
44,0.18242455745229916
45,0.17908454032576815
46,0.179575471549618
47,0.18136878828613126
48,0.1849509036662627
49,0.1809291185773149
50,0.17722098073180842
51,0.1774154068255911
52,0.17615346032745985
53,0.1780063847498018
54,0.1760903900983382
55,0.17313814467313338
56,0.17414383103652875
57,0.17415274405966
58,0.17582919159714056
59,0.1727410953263847
60,0.17315227553552512
61,0.1720744085555174
62,0.17171017460677088
63,0.16908238098329428
64,0.17066233468299008
65,0.16883582089628493
66,0.16843251944804677
67,0.16900732687541417
68,0.16817740579040683
69,0.16847692825356309
70,0.1695442896108238
71,0.16737559863499232
72,0.16650420974711982
73,0.16988413187922263
74,0.1682584565512988
75,0.1646035839708484
76,0.16534595373941927
77,0.1642802050527261
78,0.1646607019463364
79,0.16365327701276663
80,0.16376160571769793
81,0.16404482266124415
82,0.16462797930046003
83,0.16190042696437057
84,0.16157015504277483
85,0.16151743002083838
86,0.1614096848940363
87,0.16076561930228253
88,0.16202396154403687
89,0.15957161054319266
90,0.15926095569620327
91,0.15899908086475062
92,0.15822104349428293
93,0.1569178286863833
94,0.15789763963952355
95,0.159375293522465
96,0.15710110779927702
97,0.15842244165892505
98,0.15567211593900407
99,0.15661479806413456
100,0.1581153288787725
101,0.15576951114498838
102,0.1537838687702101
103,0.15508629655351444
104,0.15443091413804463
105,0.15426916461818072
106,0.15631053307834936
107,0.1550071671301005
108,0.15591419184086275
109,0.15407881627277453
110,0.15515927787946196
111,0.15364213439883018
112,0.1531019812943984
113,0.15294565366847174
114,0.1508118785461601
115,0.1501535548239338
116,0.15271991765012546
117,0.1526431094626991
118,0.15415580449055652
119,0.15082813312812726
120,0.1502526344693437
121,0.1489510145418498
122,0.1501617934934947
123,0.15259909629821777
124,0.15059396442101927
125,0.1506006804351904
126,0.15010357359234167
127,0.1510814361426295
128,0.1502622321856265
129,0.14817550078946717
130,0.14895810855894673
131,0.14820765855969215
132,0.14884045613663538
133,0.14598491605447264
134,0.14631248204683772
135,0.14890272124689452
136,0.14674013138425593
137,0.14827751976494885
138,0.14754712171092324
139,0.14765438589514518
140,0.14638490473129312
141,0.1458027184921868
142,0.14469877371982653
143,0.1441568560442146
144,0.14569543606164503
145,0.14378959761590374
146,0.14577705549950504
147,0.1459695173769581
148,0.1453222720598688
149,0.14568621999755196
150,0.14377709934297872
151,0.14549939684113677
152,0.1440210196436668
153,0.14361664561592802
154,0.1439386128771062
155,0.14315552948688975
156,0.1412878261536968
157,0.14442174197459706
158,0.1440417533930467
159,0.14278079037155425
160,0.14227436923859071
161,0.14047294155675538
162,0.13883630900966878
163,0.14021014406973
164,0.1394452036035304
165,0.14187049698464724
166,0.13974658354204528
167,0.14137741938537482
168,0.1391888355114022
169,0.1381202399426577
170,0.1395997474996411
171,0.1390357165008175
172,0.13913172741933744
173,0.13786213267214445
174,0.13852007975991892
175,0.1396210491657257
176,0.13774036114313165
177,0.13941157396350587
178,0.1385033747979573
179,0.13918924392486104
180,0.1378253930989577
181,0.13725383594936255
182,0.1374835233603205
183,0.13653000915537075
184,0.13605977245131318
185,0.13682198265985568
186,0.13693978470198961
187,0.13573518866787151
188,0.13748662781958676
189,0.13654894351351018
190,0.13519649314028875
191,0.13489478583238562
192,0.13530513476960512
193,0.13379328028888118
194,0.13499870911544684
195,0.1343554851351952
196,0.13426797578529437
197,0.13359614765765715
198,0.13397199538897495
199,0.13213809488379225
200,0.13294800112442096
201,0.13463505175040694
202,0.1340783823813711
203,0.13381297734318948
204,0.13264358362981252
205,0.13310615627133116
206,0.13531096933447584
207,0.1321102163317252
208,0.13312271830378747
209,0.1322304760010875
210,0.13310529960661519
211,0.13332164682904069
212,0.13251614433770276
213,0.13185160607099533
214,0.13278490289741632
215,0.13374370716664255
216,0.13144672388324932
217,0.13173364406945753
218,0.13218038894084036
219,0.13215789913522955
220,0.129686316665338
221,0.1314308178059909
222,0.12871813698082554
223,0.12953273237359766
